order_id,order_date,order_hour,category,item_name,price,item_order_count,total_spend,category_total_orders,category_total_revenue,category_avg_price
347,2023-01-06,16,Italian,Eggplant Parmesan,16.95,420,41.9,2948,49462.7,16.7783921302578
348,2023-01-06,16,Asian,Tofu Pad Thai,14.5,562,28.5,3470,46720.65,13.464164265129684
348,2023-01-06,16,American,French Fries,7.0,571,28.5,2734,28237.75,10.3283650329188
348,2023-01-06,16,American,French Fries,7.0,571,28.5,2734,28237.75,10.3283650329188
349,2023-01-06,17,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
350,2023-01-06,17,Asian,Tofu Pad Thai,14.5,562,26.5,3470,46720.65,13.464164265129684
350,2023-01-06,17,Asian,Edamame,5.0,620,26.5,3470,46720.65,13.464164265129684
350,2023-01-06,17,Mexican,Chips & Salsa,7.0,461,26.5,2945,34796.799999999996,11.815551782682512
351,2023-01-06,17,Asian,Orange Chicken,16.5,456,34.45,3470,46720.65,13.464164265129684
351,2023-01-06,17,Asian,Korean Beef Bowl,17.95,588,34.45,3470,46720.65,13.464164265129684
352,2023-01-06,17,Asian,Orange Chicken,16.5,456,34.45,3470,46720.65,13.464164265129684
352,2023-01-06,17,Asian,Pork Ramen,17.95,360,34.45,3470,46720.65,13.464164265129684
353,2023-01-06,17,American,Hamburger,12.95,622,38.849999999999994,2734,28237.75,10.3283650329188
353,2023-01-06,17,American,Cheeseburger,13.95,583,38.849999999999994,2734,28237.75,10.3283650329188
353,2023-01-06,17,Mexican,Chicken Torta,11.95,379,38.849999999999994,2945,34796.799999999996,11.815551782682512
354,2023-01-06,18,Italian,Fettuccine Alfredo,14.5,249,31.45,2948,49462.7,16.7783921302578
354,2023-01-06,18,Italian,Eggplant Parmesan,16.95,420,31.45,2948,49462.7,16.7783921302578
355,2023-01-06,18,American,Hot Dog,9.0,257,21.95,2734,28237.75,10.3283650329188
355,2023-01-06,18,Mexican,Chicken Burrito,12.95,455,21.95,2945,34796.799999999996,11.815551782682512
356,2023-01-06,18,American,Hot Dog,9.0,257,9.0,2734,28237.75,10.3283650329188
357,2023-01-06,18,American,Cheeseburger,13.95,583,38.9,2734,28237.75,10.3283650329188
357,2023-01-06,18,American,Mac & Cheese,7.0,463,38.9,2734,28237.75,10.3283650329188
357,2023-01-06,18,Italian,Chicken Parmesan,17.95,364,38.9,2948,49462.7,16.7783921302578
358,2023-01-06,18,Mexican,Chicken Burrito,12.95,455,12.95,2945,34796.799999999996,11.815551782682512
359,2023-01-06,18,Italian,Fettuccine Alfredo,14.5,249,21.5,2948,49462.7,16.7783921302578
359,2023-01-06,18,American,French Fries,7.0,571,21.5,2734,28237.75,10.3283650329188
360,2023-01-06,18,American,Hamburger,12.95,622,45.4,2734,28237.75,10.3283650329188
360,2023-01-06,18,Italian,Fettuccine Alfredo,14.5,249,45.4,2948,49462.7,16.7783921302578
360,2023-01-06,18,Asian,Korean Beef Bowl,17.95,588,45.4,3470,46720.65,13.464164265129684
361,2023-01-06,19,Asian,Orange Chicken,16.5,456,34.45,3470,46720.65,13.464164265129684
361,2023-01-06,19,Asian,Pork Ramen,17.95,360,34.45,3470,46720.65,13.464164265129684
362,2023-01-06,19,American,Hamburger,12.95,622,28.45,2734,28237.75,10.3283650329188
362,2023-01-06,19,Italian,Mushroom Ravioli,15.5,359,28.45,2948,49462.7,16.7783921302578
363,2023-01-06,19,Italian,Cheese Lasagna,15.5,207,31.0,2948,49462.7,16.7783921302578
363,2023-01-06,19,Italian,Mushroom Ravioli,15.5,359,31.0,2948,49462.7,16.7783921302578
364,2023-01-06,19,Mexican,Chicken Burrito,12.95,455,12.95,2945,34796.799999999996,11.815551782682512
365,2023-01-06,19,Italian,Spaghetti & Meatballs,17.95,470,38.45,2948,49462.7,16.7783921302578
365,2023-01-06,19,Italian,Cheese Lasagna,15.5,207,38.45,2948,49462.7,16.7783921302578
365,2023-01-06,19,Asian,Edamame,5.0,620,38.45,3470,46720.65,13.464164265129684
366,2023-01-06,20,Asian,Pork Ramen,17.95,360,17.95,3470,46720.65,13.464164265129684
367,2023-01-06,20,Asian,Korean Beef Bowl,17.95,588,35.9,3470,46720.65,13.464164265129684
367,2023-01-06,20,Italian,Chicken Parmesan,17.95,364,35.9,2948,49462.7,16.7783921302578
368,2023-01-06,20,Italian,Shrimp Scampi,19.95,239,26.95,2948,49462.7,16.7783921302578
368,2023-01-06,20,American,French Fries,7.0,571,26.95,2734,28237.75,10.3283650329188
369,2023-01-06,20,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
370,2023-01-06,21,Italian,Spaghetti & Meatballs,17.95,470,35.9,2948,49462.7,16.7783921302578
370,2023-01-06,21,Asian,Korean Beef Bowl,17.95,588,35.9,3470,46720.65,13.464164265129684
371,2023-01-06,21,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
372,2023-01-06,22,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
373,2023-01-07,11,American,Veggie Burger,10.5,238,38.95,2734,28237.75,10.3283650329188
373,2023-01-07,11,Asian,Tofu Pad Thai,14.5,562,38.95,3470,46720.65,13.464164265129684
373,2023-01-07,11,Mexican,Steak Torta,13.95,489,38.95,2945,34796.799999999996,11.815551782682512
374,2023-01-07,11,Asian,Orange Chicken,16.5,456,40.45,3470,46720.65,13.464164265129684
374,2023-01-07,11,American,Hot Dog,9.0,257,40.45,2734,28237.75,10.3283650329188
374,2023-01-07,11,Mexican,Steak Burrito,14.95,354,40.45,2945,34796.799999999996,11.815551782682512
375,2023-01-07,11,Italian,Mushroom Ravioli,15.5,359,15.5,2948,49462.7,16.7783921302578
376,2023-01-07,12,Italian,Eggplant Parmesan,16.95,420,16.95,2948,49462.7,16.7783921302578
377,2023-01-07,12,Asian,Korean Beef Bowl,17.95,588,24.95,3470,46720.65,13.464164265129684
377,2023-01-07,12,American,French Fries,7.0,571,24.95,2734,28237.75,10.3283650329188
378,2023-01-07,12,Italian,Meat Lasagna,17.95,273,17.95,2948,49462.7,16.7783921302578
379,2023-01-07,12,American,French Fries,7.0,571,7.0,2734,28237.75,10.3283650329188
380,2023-01-07,12,Mexican,Steak Tacos,13.95,214,27.9,2945,34796.799999999996,11.815551782682512
380,2023-01-07,12,American,Cheeseburger,13.95,583,27.9,2734,28237.75,10.3283650329188
381,2023-01-07,12,American,Mac & Cheese,7.0,463,7.0,2734,28237.75,10.3283650329188
382,2023-01-07,12,American,French Fries,7.0,571,23.95,2734,28237.75,10.3283650329188
382,2023-01-07,12,Italian,Eggplant Parmesan,16.95,420,23.95,2948,49462.7,16.7783921302578
383,2023-01-07,12,Mexican,Chips & Salsa,7.0,461,7.0,2945,34796.799999999996,11.815551782682512
384,2023-01-07,12,Asian,Korean Beef Bowl,17.95,588,60.4,3470,46720.65,13.464164265129684
384,2023-01-07,12,Asian,Pork Ramen,17.95,360,60.4,3470,46720.65,13.464164265129684
384,2023-01-07,12,Italian,Cheese Lasagna,15.5,207,60.4,2948,49462.7,16.7783921302578
384,2023-01-07,12,Asian,Potstickers,9.0,205,60.4,3470,46720.65,13.464164265129684
385,2023-01-07,12,Italian,Eggplant Parmesan,16.95,420,16.95,2948,49462.7,16.7783921302578
386,2023-01-07,12,Italian,Meat Lasagna,17.95,273,35.45,2948,49462.7,16.7783921302578
386,2023-01-07,12,Mexican,Cheese Quesadillas,10.5,233,35.45,2945,34796.799999999996,11.815551782682512
386,2023-01-07,12,American,French Fries,7.0,571,35.45,2734,28237.75,10.3283650329188
387,2023-01-07,13,American,Hamburger,12.95,622,84.4,2734,28237.75,10.3283650329188
387,2023-01-07,13,Asian,Orange Chicken,16.5,456,84.4,3470,46720.65,13.464164265129684
387,2023-01-07,13,American,Veggie Burger,10.5,238,84.4,2734,28237.75,10.3283650329188
387,2023-01-07,13,Italian,Spaghetti,14.5,367,84.4,2948,49462.7,16.7783921302578
387,2023-01-07,13,Asian,Edamame,5.0,620,84.4,3470,46720.65,13.464164265129684
387,2023-01-07,13,Mexican,Chips & Salsa,7.0,461,84.4,2945,34796.799999999996,11.815551782682512
387,2023-01-07,13,Italian,Chicken Parmesan,17.95,364,84.4,2948,49462.7,16.7783921302578
388,2023-01-07,13,American,Hamburger,12.95,622,54.4,2734,28237.75,10.3283650329188
388,2023-01-07,13,American,Hot Dog,9.0,257,54.4,2734,28237.75,10.3283650329188
388,2023-01-07,13,Italian,Cheese Lasagna,15.5,207,54.4,2948,49462.7,16.7783921302578
388,2023-01-07,13,Italian,Eggplant Parmesan,16.95,420,54.4,2948,49462.7,16.7783921302578
389,2023-01-07,13,Italian,Shrimp Scampi,19.95,239,19.95,2948,49462.7,16.7783921302578
390,2023-01-07,13,Asian,Salmon Roll,14.95,324,14.95,3470,46720.65,13.464164265129684
391,2023-01-07,13,Asian,Potstickers,9.0,205,9.0,3470,46720.65,13.464164265129684
392,2023-01-07,13,Asian,Orange Chicken,16.5,456,92.8,3470,46720.65,13.464164265129684
392,2023-01-07,13,Mexican,Steak Tacos,13.95,214,92.8,2945,34796.799999999996,11.815551782682512
392,2023-01-07,13,American,Cheeseburger,13.95,583,92.8,2734,28237.75,10.3283650329188
392,2023-01-07,13,Asian,Edamame,5.0,620,92.8,3470,46720.65,13.464164265129684
392,2023-01-07,13,Mexican,Chicken Torta,11.95,379,92.8,2945,34796.799999999996,11.815551782682512
392,2023-01-07,13,Mexican,Steak Torta,13.95,489,92.8,2945,34796.799999999996,11.815551782682512
392,2023-01-07,13,Mexican,Cheese Quesadillas,10.5,233,92.8,2945,34796.799999999996,11.815551782682512
392,2023-01-07,13,Mexican,Chips & Salsa,7.0,461,92.8,2945,34796.799999999996,11.815551782682512
393,2023-01-07,13,Italian,Fettuccine Alfredo,14.5,249,32.45,2948,49462.7,16.7783921302578
393,2023-01-07,13,Asian,Korean Beef Bowl,17.95,588,32.45,3470,46720.65,13.464164265129684
394,2023-01-07,14,Asian,Orange Chicken,16.5,456,152.7,3470,46720.65,13.464164265129684
394,2023-01-07,14,American,Veggie Burger,10.5,238,152.7,2734,28237.75,10.3283650329188
394,2023-01-07,14,Asian,Korean Beef Bowl,17.95,588,152.7,3470,46720.65,13.464164265129684
394,2023-01-07,14,Asian,Korean Beef Bowl,17.95,588,152.7,3470,46720.65,13.464164265129684
394,2023-01-07,14,Asian,Salmon Roll,14.95,324,152.7,3470,46720.65,13.464164265129684
394,2023-01-07,14,Asian,Edamame,5.0,620,152.7,3470,46720.65,13.464164265129684
394,2023-01-07,14,Asian,Edamame,5.0,620,152.7,3470,46720.65,13.464164265129684
394,2023-01-07,14,Mexican,Steak Torta,13.95,489,152.7,2945,34796.799999999996,11.815551782682512
394,2023-01-07,14,Mexican,Chips & Salsa,7.0,461,152.7,2945,34796.799999999996,11.815551782682512
394,2023-01-07,14,Italian,Shrimp Scampi,19.95,239,152.7,2948,49462.7,16.7783921302578
394,2023-01-07,14,American,French Fries,7.0,571,152.7,2734,28237.75,10.3283650329188
394,2023-01-07,14,Italian,Eggplant Parmesan,16.95,420,152.7,2948,49462.7,16.7783921302578
395,2023-01-07,14,Asian,California Roll,11.95,355,11.95,3470,46720.65,13.464164265129684
396,2023-01-07,14,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
397,2023-01-07,14,Italian,Spaghetti,14.5,367,37.45,2948,49462.7,16.7783921302578
397,2023-01-07,14,Asian,Korean Beef Bowl,17.95,588,37.45,3470,46720.65,13.464164265129684
397,2023-01-07,14,Asian,Edamame,5.0,620,37.45,3470,46720.65,13.464164265129684
398,2023-01-07,14,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
399,2023-01-07,15,American,Hamburger,12.95,622,53.849999999999994,2734,28237.75,10.3283650329188
399,2023-01-07,15,American,Cheeseburger,13.95,583,53.849999999999994,2734,28237.75,10.3283650329188
399,2023-01-07,15,Italian,Spaghetti & Meatballs,17.95,470,53.849999999999994,2948,49462.7,16.7783921302578
399,2023-01-07,15,Asian,Potstickers,9.0,205,53.849999999999994,3470,46720.65,13.464164265129684
400,2023-01-07,16,Asian,Edamame,5.0,620,12.0,3470,46720.65,13.464164265129684
400,2023-01-07,16,American,French Fries,7.0,571,12.0,2734,28237.75,10.3283650329188
401,2023-01-07,16,Italian,Eggplant Parmesan,16.95,420,16.95,2948,49462.7,16.7783921302578
402,2023-01-07,16,Italian,Spaghetti & Meatballs,17.95,470,30.9,2948,49462.7,16.7783921302578
402,2023-01-07,16,Mexican,Chicken Burrito,12.95,455,30.9,2945,34796.799999999996,11.815551782682512
403,2023-01-07,16,American,Hamburger,12.95,622,39.4,2734,28237.75,10.3283650329188
403,2023-01-07,16,Asian,Tofu Pad Thai,14.5,562,39.4,3470,46720.65,13.464164265129684
403,2023-01-07,16,Mexican,Chicken Torta,11.95,379,39.4,2945,34796.799999999996,11.815551782682512
404,2023-01-07,16,American,Veggie Burger,10.5,238,10.5,2734,28237.75,10.3283650329188
405,2023-01-07,16,Mexican,Steak Torta,13.95,489,13.95,2945,34796.799999999996,11.815551782682512
406,2023-01-07,16,American,Hot Dog,9.0,257,41.45,2734,28237.75,10.3283650329188
406,2023-01-07,16,Asian,Tofu Pad Thai,14.5,562,41.45,3470,46720.65,13.464164265129684
406,2023-01-07,16,Italian,Meat Lasagna,17.95,273,41.45,2948,49462.7,16.7783921302578
407,2023-01-07,16,American,Cheeseburger,13.95,583,33.45,2734,28237.75,10.3283650329188
407,2023-01-07,16,Asian,Tofu Pad Thai,14.5,562,33.45,3470,46720.65,13.464164265129684
407,2023-01-07,16,Asian,Edamame,5.0,620,33.45,3470,46720.65,13.464164265129684
408,2023-01-07,17,Mexican,Chicken Tacos,11.95,123,26.9,2945,34796.799999999996,11.815551782682512
408,2023-01-07,17,Mexican,Steak Burrito,14.95,354,26.9,2945,34796.799999999996,11.815551782682512
409,2023-01-07,17,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
410,2023-01-07,17,Asian,Orange Chicken,16.5,456,32.0,3470,46720.65,13.464164265129684
410,2023-01-07,17,Italian,Cheese Lasagna,15.5,207,32.0,2948,49462.7,16.7783921302578
411,2023-01-07,17,Mexican,Chicken Burrito,12.95,455,19.95,2945,34796.799999999996,11.815551782682512
411,2023-01-07,17,American,Mac & Cheese,7.0,463,19.95,2734,28237.75,10.3283650329188
412,2023-01-07,18,Mexican,Chicken Tacos,11.95,123,20.95,2945,34796.799999999996,11.815551782682512
412,2023-01-07,18,Mexican,Chips & Guacamole,9.0,237,20.95,2945,34796.799999999996,11.815551782682512
413,2023-01-07,18,Asian,Potstickers,9.0,205,9.0,3470,46720.65,13.464164265129684
414,2023-01-07,18,Asian,Tofu Pad Thai,14.5,562,41.95,3470,46720.65,13.464164265129684
414,2023-01-07,18,Italian,Spaghetti,14.5,367,41.95,2948,49462.7,16.7783921302578
414,2023-01-07,18,Mexican,Chicken Burrito,12.95,455,41.95,2945,34796.799999999996,11.815551782682512
415,2023-01-07,18,American,Cheeseburger,13.95,583,13.95,2734,28237.75,10.3283650329188
416,2023-01-07,18,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
417,2023-01-07,18,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
418,2023-01-07,18,American,Veggie Burger,10.5,238,24.45,2734,28237.75,10.3283650329188
418,2023-01-07,18,Mexican,Steak Torta,13.95,489,24.45,2945,34796.799999999996,11.815551782682512
419,2023-01-07,19,American,Hamburger,12.95,622,65.8,2734,28237.75,10.3283650329188
419,2023-01-07,19,Asian,Korean Beef Bowl,17.95,588,65.8,3470,46720.65,13.464164265129684
419,2023-01-07,19,Italian,Meat Lasagna,17.95,273,65.8,2948,49462.7,16.7783921302578
419,2023-01-07,19,Italian,Eggplant Parmesan,16.95,420,65.8,2948,49462.7,16.7783921302578
420,2023-01-07,19,Italian,Spaghetti,14.5,367,29.45,2948,49462.7,16.7783921302578
420,2023-01-07,19,Asian,Salmon Roll,14.95,324,29.45,3470,46720.65,13.464164265129684
421,2023-01-07,19,American,Hamburger,12.95,622,37.4,2734,28237.75,10.3283650329188
421,2023-01-07,19,Mexican,Steak Tacos,13.95,214,37.4,2945,34796.799999999996,11.815551782682512
421,2023-01-07,19,American,Veggie Burger,10.5,238,37.4,2734,28237.75,10.3283650329188
422,2023-01-07,19,Italian,Spaghetti & Meatballs,17.95,470,48.849999999999994,2948,49462.7,16.7783921302578
422,2023-01-07,19,Mexican,Chicken Burrito,12.95,455,48.849999999999994,2945,34796.799999999996,11.815551782682512
422,2023-01-07,19,Italian,Chicken Parmesan,17.95,364,48.849999999999994,2948,49462.7,16.7783921302578
423,2023-01-07,19,Mexican,Chicken Burrito,12.95,455,26.9,2945,34796.799999999996,11.815551782682512
423,2023-01-07,19,Mexican,Steak Torta,13.95,489,26.9,2945,34796.799999999996,11.815551782682512
424,2023-01-07,20,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
425,2023-01-07,20,Mexican,Cheese Quesadillas,10.5,233,10.5,2945,34796.799999999996,11.815551782682512
426,2023-01-07,20,Asian,Tofu Pad Thai,14.5,562,38.95,3470,46720.65,13.464164265129684
426,2023-01-07,20,Mexican,Steak Torta,13.95,489,38.95,2945,34796.799999999996,11.815551782682512
426,2023-01-07,20,Mexican,Cheese Quesadillas,10.5,233,38.95,2945,34796.799999999996,11.815551782682512
427,2023-01-07,21,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
428,2023-01-07,22,Mexican,Steak Tacos,13.95,214,31.9,2945,34796.799999999996,11.815551782682512
428,2023-01-07,22,Asian,Pork Ramen,17.95,360,31.9,3470,46720.65,13.464164265129684
429,2023-01-07,22,Mexican,Chips & Salsa,7.0,461,7.0,2945,34796.799999999996,11.815551782682512
430,2023-01-07,22,Italian,Fettuccine Alfredo,14.5,249,28.45,2948,49462.7,16.7783921302578
430,2023-01-07,22,Mexican,Steak Torta,13.95,489,28.45,2945,34796.799999999996,11.815551782682512
431,2023-01-08,11,Asian,Orange Chicken,16.5,456,61.4,3470,46720.65,13.464164265129684
431,2023-01-08,11,American,Hot Dog,9.0,257,61.4,2734,28237.75,10.3283650329188
431,2023-01-08,11,Italian,Spaghetti & Meatballs,17.95,470,61.4,2948,49462.7,16.7783921302578
431,2023-01-08,11,Asian,Korean Beef Bowl,17.95,588,61.4,3470,46720.65,13.464164265129684
432,2023-01-08,11,Asian,Pork Ramen,17.95,360,41.9,3470,46720.65,13.464164265129684
432,2023-01-08,11,American,French Fries,7.0,571,41.9,2734,28237.75,10.3283650329188
432,2023-01-08,11,Italian,Eggplant Parmesan,16.95,420,41.9,2948,49462.7,16.7783921302578
433,2023-01-08,11,Mexican,Chips & Salsa,7.0,461,7.0,2945,34796.799999999996,11.815551782682512
434,2023-01-08,11,Asian,California Roll,11.95,355,35.9,3470,46720.65,13.464164265129684
434,2023-01-08,11,Mexican,Chips & Salsa,7.0,461,35.9,2945,34796.799999999996,11.815551782682512
434,2023-01-08,11,Italian,Eggplant Parmesan,16.95,420,35.9,2948,49462.7,16.7783921302578
435,2023-01-08,12,Asian,Tofu Pad Thai,14.5,562,38.45,3470,46720.65,13.464164265129684
435,2023-01-08,12,Asian,Salmon Roll,14.95,324,38.45,3470,46720.65,13.464164265129684
435,2023-01-08,12,Mexican,Chips & Guacamole,9.0,237,38.45,2945,34796.799999999996,11.815551782682512
436,2023-01-08,12,Asian,Tofu Pad Thai,14.5,562,57.349999999999994,3470,46720.65,13.464164265129684
436,2023-01-08,12,Mexican,Chicken Burrito,12.95,455,57.349999999999994,2945,34796.799999999996,11.815551782682512
436,2023-01-08,12,Asian,Salmon Roll,14.95,324,57.349999999999994,3470,46720.65,13.464164265129684
436,2023-01-08,12,Mexican,Steak Burrito,14.95,354,57.349999999999994,2945,34796.799999999996,11.815551782682512
437,2023-01-08,12,American,Hamburger,12.95,622,12.95,2734,28237.75,10.3283650329188
438,2023-01-08,12,Italian,Eggplant Parmesan,16.95,420,16.95,2948,49462.7,16.7783921302578
439,2023-01-08,12,American,Hot Dog,9.0,257,23.0,2734,28237.75,10.3283650329188
439,2023-01-08,12,Asian,Edamame,5.0,620,23.0,3470,46720.65,13.464164265129684
439,2023-01-08,12,Asian,Potstickers,9.0,205,23.0,3470,46720.65,13.464164265129684
440,2023-01-08,12,Mexican,Steak Tacos,13.95,214,192.15,2945,34796.799999999996,11.815551782682512
440,2023-01-08,12,American,Hot Dog,9.0,257,192.15,2734,28237.75,10.3283650329188
440,2023-01-08,12,Italian,Spaghetti,14.5,367,192.15,2948,49462.7,16.7783921302578
440,2023-01-08,12,Italian,Spaghetti & Meatballs,17.95,470,192.15,2948,49462.7,16.7783921302578
440,2023-01-08,12,Italian,Spaghetti & Meatballs,17.95,470,192.15,2948,49462.7,16.7783921302578
440,2023-01-08,12,Italian,Fettuccine Alfredo,14.5,249,192.15,2948,49462.7,16.7783921302578
440,2023-01-08,12,Italian,Fettuccine Alfredo,14.5,249,192.15,2948,49462.7,16.7783921302578
440,2023-01-08,12,Asian,Korean Beef Bowl,17.95,588,192.15,3470,46720.65,13.464164265129684
440,2023-01-08,12,Italian,Meat Lasagna,17.95,273,192.15,2948,49462.7,16.7783921302578
440,2023-01-08,12,Asian,Edamame,5.0,620,192.15,3470,46720.65,13.464164265129684
440,2023-01-08,12,Mexican,Chips & Salsa,7.0,461,192.15,2945,34796.799999999996,11.815551782682512
440,2023-01-08,12,Italian,Chicken Parmesan,17.95,364,192.15,2948,49462.7,16.7783921302578
440,2023-01-08,12,American,French Fries,7.0,571,192.15,2734,28237.75,10.3283650329188
440,2023-01-08,12,Italian,Eggplant Parmesan,16.95,420,192.15,2948,49462.7,16.7783921302578
441,2023-01-08,12,Mexican,Chips & Salsa,7.0,461,14.0,2945,34796.799999999996,11.815551782682512
441,2023-01-08,12,American,French Fries,7.0,571,14.0,2734,28237.75,10.3283650329188
442,2023-01-08,12,Mexican,Steak Burrito,14.95,354,14.95,2945,34796.799999999996,11.815551782682512
443,2023-01-08,12,Asian,Orange Chicken,16.5,456,169.7,3470,46720.65,13.464164265129684
443,2023-01-08,12,American,Cheeseburger,13.95,583,169.7,2734,28237.75,10.3283650329188
443,2023-01-08,12,Italian,Spaghetti & Meatballs,17.95,470,169.7,2948,49462.7,16.7783921302578
443,2023-01-08,12,Asian,Pork Ramen,17.95,360,169.7,3470,46720.65,13.464164265129684
443,2023-01-08,12,Italian,Meat Lasagna,17.95,273,169.7,2948,49462.7,16.7783921302578
443,2023-01-08,12,Italian,Mushroom Ravioli,15.5,359,169.7,2948,49462.7,16.7783921302578
443,2023-01-08,12,Asian,Edamame,5.0,620,169.7,3470,46720.65,13.464164265129684
443,2023-01-08,12,Mexican,Steak Torta,13.95,489,169.7,2945,34796.799999999996,11.815551782682512
443,2023-01-08,12,Mexican,Steak Torta,13.95,489,169.7,2945,34796.799999999996,11.815551782682512
443,2023-01-08,12,American,Mac & Cheese,7.0,463,169.7,2734,28237.75,10.3283650329188
443,2023-01-08,12,Mexican,Chips & Salsa,7.0,461,169.7,2945,34796.799999999996,11.815551782682512
443,2023-01-08,12,Mexican,Chips & Salsa,7.0,461,169.7,2945,34796.799999999996,11.815551782682512
443,2023-01-08,12,Mexican,Chips & Guacamole,9.0,237,169.7,2945,34796.799999999996,11.815551782682512
443,2023-01-08,12,American,French Fries,7.0,571,169.7,2734,28237.75,10.3283650329188
444,2023-01-08,12,Italian,Spaghetti & Meatballs,17.95,470,17.95,2948,49462.7,16.7783921302578
445,2023-01-08,12,Asian,Korean Beef Bowl,17.95,588,17.95,3470,46720.65,13.464164265129684
446,2023-01-08,12,Asian,Orange Chicken,16.5,456,48.4,3470,46720.65,13.464164265129684
446,2023-01-08,12,Italian,Meat Lasagna,17.95,273,48.4,2948,49462.7,16.7783921302578
446,2023-01-08,12,Mexican,Steak Torta,13.95,489,48.4,2945,34796.799999999996,11.815551782682512
447,2023-01-08,13,Italian,Spaghetti,14.5,367,14.5,2948,49462.7,16.7783921302578
448,2023-01-08,13,Asian,Korean Beef Bowl,17.95,588,46.849999999999994,3470,46720.65,13.464164265129684
448,2023-01-08,13,Asian,Salmon Roll,14.95,324,46.849999999999994,3470,46720.65,13.464164265129684
448,2023-01-08,13,Mexican,Steak Torta,13.95,489,46.849999999999994,2945,34796.799999999996,11.815551782682512
449,2023-01-08,13,American,French Fries,7.0,571,7.0,2734,28237.75,10.3283650329188
450,2023-01-08,13,Asian,Orange Chicken,16.5,456,16.5,3470,46720.65,13.464164265129684
451,2023-01-08,13,Italian,Spaghetti,14.5,367,39.45,2948,49462.7,16.7783921302578
451,2023-01-08,13,Asian,Pork Ramen,17.95,360,39.45,3470,46720.65,13.464164265129684
451,2023-01-08,13,American,Mac & Cheese,7.0,463,39.45,2734,28237.75,10.3283650329188
452,2023-01-08,13,American,Hamburger,12.95,622,43.4,2734,28237.75,10.3283650329188
452,2023-01-08,13,Asian,Orange Chicken,16.5,456,43.4,3470,46720.65,13.464164265129684
452,2023-01-08,13,Mexican,Steak Torta,13.95,489,43.4,2945,34796.799999999996,11.815551782682512
453,2023-01-08,13,American,Cheeseburger,13.95,583,52.849999999999994,2734,28237.75,10.3283650329188
453,2023-01-08,13,Italian,Spaghetti & Meatballs,17.95,470,52.849999999999994,2948,49462.7,16.7783921302578
453,2023-01-08,13,Mexican,Steak Torta,13.95,489,52.849999999999994,2945,34796.799999999996,11.815551782682512
453,2023-01-08,13,American,French Fries,7.0,571,52.849999999999994,2734,28237.75,10.3283650329188
454,2023-01-08,13,Mexican,Chips & Salsa,7.0,461,7.0,2945,34796.799999999996,11.815551782682512
455,2023-01-08,13,Mexican,Chicken Burrito,12.95,455,12.95,2945,34796.799999999996,11.815551782682512
456,2023-01-08,13,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
457,2023-01-08,13,American,Cheeseburger,13.95,583,37.45,2734,28237.75,10.3283650329188
457,2023-01-08,13,American,Hot Dog,9.0,257,37.45,2734,28237.75,10.3283650329188
457,2023-01-08,13,Asian,Tofu Pad Thai,14.5,562,37.45,3470,46720.65,13.464164265129684
458,2023-01-08,14,Mexican,Chicken Torta,11.95,379,29.95,2945,34796.799999999996,11.815551782682512
458,2023-01-08,14,Mexican,Chips & Guacamole,9.0,237,29.95,2945,34796.799999999996,11.815551782682512
458,2023-01-08,14,Asian,Potstickers,9.0,205,29.95,3470,46720.65,13.464164265129684
459,2023-01-08,14,Mexican,Chips & Salsa,7.0,461,7.0,2945,34796.799999999996,11.815551782682512
460,2023-01-08,14,Italian,Fettuccine Alfredo,14.5,249,27.45,2948,49462.7,16.7783921302578
460,2023-01-08,14,Mexican,Chicken Burrito,12.95,455,27.45,2945,34796.799999999996,11.815551782682512
461,2023-01-08,14,American,Cheeseburger,13.95,583,31.9,2734,28237.75,10.3283650329188
461,2023-01-08,14,Asian,Korean Beef Bowl,17.95,588,31.9,3470,46720.65,13.464164265129684
462,2023-01-08,14,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
463,2023-01-08,14,American,Hamburger,12.95,622,24.9,2734,28237.75,10.3283650329188
463,2023-01-08,14,Mexican,Chicken Torta,11.95,379,24.9,2945,34796.799999999996,11.815551782682512
464,2023-01-08,14,American,Hamburger,12.95,622,26.9,2734,28237.75,10.3283650329188
464,2023-01-08,14,Mexican,Steak Tacos,13.95,214,26.9,2945,34796.799999999996,11.815551782682512
465,2023-01-08,14,Asian,California Roll,11.95,355,11.95,3470,46720.65,13.464164265129684
466,2023-01-08,15,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
467,2023-01-08,15,Mexican,Chicken Torta,11.95,379,11.95,2945,34796.799999999996,11.815551782682512
